Rep	Pop	Gen	Eco	Plot	Subplot	Treatment	Surv_1	Surv_2	Surv_3	Surv_4	Surv_5	Surv_6	Surv_7	Mass
72	MRR-13-2	G2	C	2	A	Control	1	1	1	1	1	1	1	0.9638
73	MRR-13-2	G2	C	2	A	Control	1	1	1	1	1	1	1	1.1103
74	MRR-13-2	G2	C	2	A	Control	1	1	1	1	1	1	1	1.3293
75	MRR-13-2	G2	C	2	A	Control	1	1	1	1	1	1	1	2.23
76	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	3.33
77	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	15.95
78	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	0
79	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	28.31
80	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	20.16
81	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	15.64
82	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	28.15
83	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	9.65
84	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	1.62
85	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	13.62
86	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	2.44
87	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	6.92
88	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	1.81
89	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	14.77
90	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	13.55
91	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	6.45
92	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	6.88
93	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	3.08
94	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	3.15
95	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	4.45
96	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	4.43
97	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	13.23
98	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	3.24
99	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	6.3
100	MRR-13-2	G2	C	2	B	Exclosure	1	1	1	1	1	1	1	17.82
101	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
102	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	0	0
103	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
104	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
105	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
106	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	0	0	0
107	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
108	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
109	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
110	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
111	MRR-13-2	G2	C	3	B	Control	1	1	1	1	0	0	0	0
112	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
113	MRR-13-2	G2	C	3	B	Control	1	1	1	1	0	0	0	0
114	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	0	0
115	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
116	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	0	0
117	MRR-13-2	G2	C	3	B	Control	1	0	0	0	0	0	0	0
118	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	0	0
119	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
120	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
121	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	0	0
122	MRR-13-2	G2	C	3	B	Control	1	1	1	1	0	0	0	0
123	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0
124	MRR-13-2	G2	C	3	B	Control	0	0	0	0	0	0	0	0
125	MRR-13-2	G2	C	3	B	Control	1	1	1	1	1	1	1	0
126	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0
127	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0
128	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0
129	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0775
130	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	3.35
131	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.4867
132	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	0	0	0	0
133	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	1.34
134	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.2874
135	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.4966
136	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.98
137	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.1164
138	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.282
139	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.7204
140	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	2.25
141	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.1845
142	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.3272
143	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.1218
144	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.96
145	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.1492
146	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.1003
147	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0464
148	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.3915
149	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	2.4806
150	MRR-13-2	G2	C	3	A	Exclosure	1	1	1	1	1	1	1	0.5222
