Rep	Pop	Gen	Eco	Plot	Subplot	Treatment	Surv_1	Surv_2	Surv_3	Surv_4	Surv_5	Surv_6	Surv_7	Mass
201	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0048
202	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0952
203	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0265
204	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0344
205	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0097
206	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0091
207	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0147
208	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0411
209	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0222
210	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0124
211	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0126
212	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0802
213	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0089
214	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0206
215	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0263
216	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0072
217	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.016
218	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0266
219	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0891
220	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.1751
221	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0131
222	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0085
223	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0559
224	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.0214
225	SWB-11-1	G3	C	2	B	Exclosure	1	1	1	1	1	1	1	0.1609
276	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0439
277	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0367
278	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0807
279	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0083
280	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0678
281	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0281
282	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0192
283	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0076
284	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0725
285	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0063
286	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0294
287	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0993
288	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0414
289	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0433
290	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0451
291	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0711
292	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.1016
293	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0522
294	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0218
295	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0229
296	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0382
297	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0201
298	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.025
299	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0841
300	SWB-11-1	G3	C	3	A	Exclosure	1	1	1	1	1	1	1	0.0582
